11/2/2022,1800,97,350,50,16
11/6/2022,2200,100,450,70,32
11/11/2022,1600,70,300,40,30
11/12/2022,350,13,59,3,8
,,,,,
,,,,,
,,,,,
11/15/2022,0,0,0,0,64
11/15/2022,0,0,0,0,64
